Location (from NCBI, GRCh38 (hg38))	Cyto Location	Gene	Dosage Data	Gene Name	Gene MIM#	Phenotype	Inheritance	Phenotype MIM#	Chromosome	Start	End
chr11:125,625,136-125,681,124	11q24.2	CHEK1	Yes	checkpoint kinase 1	603078	Oocyte/zygote/embryo maturation arrest 21	Autosomal dominant	620610	chr11	125625136	125681124
chr11:125,956,821-126,063,352	11q24.2	CDON	Yes	cell adhesion associated, oncogene regulated	608707	Holoprosencephaly 11	Autosomal dominant	614226	chr11	125956821	126063352
chr11:128,685,351-128,813,267	11q24.3	FLI1	Yes	Fli-1 proto-oncogene, ETS transcription factor	193067	Bleeding disorder, platelet-type, 21	Autosomal dominant, Autosomal recessive	617443	chr11	128685351	128813267
chr11:128,891,356-128,921,163	11q24.3	KCNJ5	Yes	potassium inwardly rectifying channel subfamily J member 5	600734	Hyperaldosteronism, familial, type III	Autosomal dominant	613677	chr11	128891356	128921163
chr11:128,891,356-128,921,163	11q24.3	KCNJ5	Yes	potassium inwardly rectifying channel subfamily J member 5	600734	Long QT syndrome 13	Autosomal dominant	613485	chr11	128891356	128921163
chr11:129,899,711-130,002,835	11q24.3	PRDM10	Yes	PR/SET domain 10	618319	?Birt-Hogg-Dube syndrome 2	Autosomal dominant	620459	chr11	129899711	130002835
chr12:752,579-911,452	12p13.33	WNK1	NA	WNK lysine deficient protein kinase 1	605232	Neuropathy, hereditary sensory and autonomic, type II	Autosomal recessive	201300	chr12	752579	911452
chr12:752,579-911,452	12p13.33	WNK1	NA	WNK lysine deficient protein kinase 1	605232	Pseudohypoaldosteronism, type IIC	Autosomal dominant	614492	chr12	752579	911452
chr12:1,970,780-2,697,950	12p13.33	CACNA1C	Yes	calcium voltage-gated channel subunit alpha1 C	114205	Brugada syndrome 3	Autosomal dominant	611875	chr12	1970780	2697950
chr12:1,970,780-2,697,950	12p13.33	CACNA1C	Yes	calcium voltage-gated channel subunit alpha1 C	114205	Long QT syndrome 8	Autosomal dominant	618447	chr12	1970780	2697950
chr12:1,970,780-2,697,950	12p13.33	CACNA1C	Yes	calcium voltage-gated channel subunit alpha1 C	114205	Neurodevelopmental disorder with hypotonia, language delay, and skeletal defects with or without seizures	Autosomal dominant	620029	chr12	1970780	2697950
chr12:1,970,780-2,697,950	12p13.33	CACNA1C	Yes	calcium voltage-gated channel subunit alpha1 C	114205	Timothy syndrome	Autosomal dominant	601005	chr12	1970780	2697950
chr12:4,273,762-4,305,353	12p13.32	CCND2	Yes	cyclin D2	123833	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 3	Autosomal dominant	615938	chr12	4273762	4305353
chr12:4,368,227-4,379,712	12p13.32	FGF23	Yes	fibroblast growth factor 23	605380	Hypophosphatemic rickets, autosomal dominant	Autosomal dominant	193100	chr12	4368227	4379712
chr12:4,368,227-4,379,712	12p13.32	FGF23	Yes	fibroblast growth factor 23	605380	Tumoral calcinosis, hyperphosphatemic, familial, 2	Autosomal recessive	617993	chr12	4368227	4379712
chr12:4,909,905-4,918,256	12p13.32	KCNA1	Yes	potassium voltage-gated channel subfamily A member 1	176260	Episodic ataxia/myokymia syndrome	Autosomal dominant	160120	chr12	4909905	4918256
chr12:5,043,879-5,046,788	12p13.32	KCNA5	Yes	potassium voltage-gated channel subfamily A member 5	176267	Atrial fibrillation, familial, 7	Autosomal dominant	612240	chr12	5043879	5046788
chr12:5,948,877-6,124,670	12p13.31	VWF	Yes	von Willebrand factor	613160	von Willebrand disease, type 1	Autosomal dominant	193400	chr12	5948877	6124670
chr12:5,948,877-6,124,670	12p13.31	VWF	Yes	von Willebrand factor	613160	von Willebrand disease, type 3	Autosomal recessive	277480	chr12	5948877	6124670
chr12:5,948,877-6,124,670	12p13.31	VWF	Yes	von Willebrand factor	613160	von Willebrand disease, types 2A, 2B, 2M, and 2N	Autosomal dominant, Autosomal recessive	613554	chr12	5948877	6124670
chr12:6,328,771-6,342,076	12p13.31	TNFRSF1A	Yes	TNF receptor superfamily member 1A	191190	{Multiple sclerosis, susceptibility to, 5}	Autosomal dominant, Autosomal recessive	614810	chr12	6328771	6342076
chr12:6,328,771-6,342,076	12p13.31	TNFRSF1A	Yes	TNF receptor superfamily member 1A	191190	Periodic fever, familial	Autosomal dominant	142680	chr12	6328771	6342076
chr12:6,346,847-6,377,359	12p13.31	SCNN1A	Yes	sodium channel epithelial 1 subunit alpha	600228	?Liddle syndrome 3	Autosomal dominant	618126	chr12	6346847	6377359
chr12:6,346,847-6,377,359	12p13.31	SCNN1A	Yes	sodium channel epithelial 1 subunit alpha	600228	Bronchiectasis with or without elevated sweat chloride 2	Autosomal dominant	613021	chr12	6346847	6377359
chr12:6,346,847-6,377,359	12p13.31	SCNN1A	Yes	sodium channel epithelial 1 subunit alpha	600228	Pseudohypoaldosteronism, type IB1, autosomal recessive	Autosomal recessive	264350	chr12	6346847	6377359
chr12:6,462,237-6,470,677	12p13.31	VAMP1	Yes	vesicle associated membrane protein 1	185880	Myasthenic syndrome, congenital, 25	Autosomal recessive	618323	chr12	6462237	6470677
chr12:6,462,237-6,470,677	12p13.31	VAMP1	Yes	vesicle associated membrane protein 1	185880	Spastic ataxia 1, autosomal dominant	Autosomal dominant	108600	chr12	6462237	6470677
chr12:6,570,082-6,607,379	12p13.31	CHD4	Yes	chromodomain helicase DNA binding protein 4	603277	Sifrim-Hitz-Weiss syndrome	Autosomal dominant	617159	chr12	6570082	6607379
chr12:6,924,459-6,942,321	12p13.31	ATN1	Yes	atrophin 1	607462	Congenital hypotonia, epilepsy, developmental delay, and digital anomalies	Autosomal dominant	618494	chr12	6924459	6942321
chr12:6,924,459-6,942,321	12p13.31	ATN1	Yes	atrophin 1	607462	Dentatorubral-pallidoluysian atrophy	Autosomal dominant	125370	chr12	6924459	6942321
chr12:7,060,718-7,071,032	12p13.31	C1S	Yes	complement C1s	120580	C1s deficiency	Autosomal dominant	613783	chr12	7060718	7071032
chr12:7,060,718-7,071,032	12p13.31	C1S	Yes	complement C1s	120580	Ehlers-Danlos syndrome, periodontal type, 2	Autosomal dominant	617174	chr12	7060718	7071032
chr12:7,080,219-7,092,445	12p13.31	C1R	Yes	complement C1r	613785	Ehlers-Danlos syndrome, periodontal type, 1	Autosomal dominant	130080	chr12	7080219	7092445
chr12:7,689,784-7,695,775	12p13.31	GDF3	Yes	growth differentiation factor 3	606522	Klippel-Feil syndrome 3, autosomal dominant	Autosomal dominant	613702	chr12	7689784	7695775
chr12:7,689,784-7,695,775	12p13.31	GDF3	Yes	growth differentiation factor 3	606522	Microphthalmia, isolated 7	Autosomal dominant	613704	chr12	7689784	7695775
chr12:7,689,784-7,695,775	12p13.31	GDF3	Yes	growth differentiation factor 3	606522	Microphthalmia, isolated, with coloboma 6	Autosomal dominant	613703	chr12	7689784	7695775
chr12:8,645,943-8,662,826	12p13.31	MFAP5	Yes	microfibril associated protein 5	601103	Aortic aneurysm, familial thoracic 9	Autosomal dominant	616166	chr12	8645943	8662826
chr12:8,822,621-8,887,459	12p13.31	A2ML1	Yes	alpha-2-macroglobulin like 1	610627	{Otitis media, susceptibility to}	Autosomal dominant	166760	chr12	8822621	8887459
chr12:11,649,674-11,895,377	12p13.2	ETV6	Yes	ETS variant transcription factor 6	600618	Leukemia, acute myeloid, somatic	Autosomal dominant	601626	chr12	11649674	11895377
chr12:11,649,674-11,895,377	12p13.2	ETV6	Yes	ETS variant transcription factor 6	600618	Thrombocytopenia 5	Autosomal dominant	616216	chr12	11649674	11895377
chr12:12,116,025-12,267,044	12p13.2	LRP6	Yes	LDL receptor related protein 6	603507	{Coronary artery disease, autosomal dominant, 2}	Autosomal dominant	610947	chr12	12116025	12267044
chr12:12,116,025-12,267,044	12p13.2	LRP6	Yes	LDL receptor related protein 6	603507	Tooth agenesis, selective, 7	Autosomal dominant	616724	chr12	12116025	12267044
chr12:12,717,368-12,722,369	12p13.1	CDKN1B	Yes	cyclin dependent kinase inhibitor 1B	600778	Multiple endocrine neoplasia, type IV	Autosomal dominant	610755	chr12	12717368	12722369
chr12:12,725,917-12,791,466	12p13.1	APOLD1	Yes	apolipoprotein L domain containing 1	612456	?Bleeding disorder, vascular-type	Autosomal dominant	620715	chr12	12725917	12791466
chr12:13,537,337-13,982,134	12p13.1	GRIN2B	Yes	glutamate ionotropic receptor NMDA type subunit 2B	138252	Developmental and epileptic encephalopathy 27	Autosomal dominant	616139	chr12	13537337	13982134
chr12:13,537,337-13,982,134	12p13.1	GRIN2B	Yes	glutamate ionotropic receptor NMDA type subunit 2B	138252	Intellectual developmental disorder, autosomal dominant 6, with or without seizures	Autosomal dominant	613970	chr12	13537337	13982134
chr12:14,612,632-14,696,599	12p12.3	GUCY2C	Yes	guanylate cyclase 2C	601330	Diarrhea 6	Autosomal dominant	614616	chr12	14612632	14696599
chr12:14,612,632-14,696,599	12p12.3	GUCY2C	Yes	guanylate cyclase 2C	601330	Meconium ileus	Autosomal recessive	614665	chr12	14612632	14696599
chr12:14,784,582-14,803,478	12p12.3	WBP11	Yes	WW domain binding protein 11	618083	Vertebral, cardiac, tracheoesophageal, renal, and limb defects	Autosomal dominant	619227	chr12	14784582	14803478
chr12:14,973,042-14,981,865	12p12.3	PDE6H	Yes	phosphodiesterase 6H	601190	Achromatopsia 6	Autosomal dominant, Autosomal recessive	610024	chr12	14973042	14981865
chr12:14,973,042-14,981,865	12p12.3	PDE6H	Yes	phosphodiesterase 6H	601190	Retinal cone dystrophy 3	Autosomal dominant, Autosomal recessive	610024	chr12	14973042	14981865
chr12:20,368,537-20,688,583	12p12.2	PDE3A	Yes	phosphodiesterase 3A	123805	Hypertension and brachydactyly syndrome	Autosomal dominant	112410	chr12	20368537	20688583
chr12:21,797,389-21,941,426	12p12.1	ABCC9	Yes	ATP binding cassette subfamily C member 9	601439	?Atrial fibrillation, familial, 12	Autosomal dominant	614050	chr12	21797389	21941426
chr12:21,797,389-21,941,426	12p12.1	ABCC9	Yes	ATP binding cassette subfamily C member 9	601439	Cardiomyopathy, dilated, 1O	Autosomal dominant	608569	chr12	21797389	21941426
chr12:21,797,389-21,941,426	12p12.1	ABCC9	Yes	ATP binding cassette subfamily C member 9	601439	Hypertrichotic osteochondrodysplasia (Cantu syndrome)	Autosomal dominant	239850	chr12	21797389	21941426
chr12:21,797,389-21,941,426	12p12.1	ABCC9	Yes	ATP binding cassette subfamily C member 9	601439	Intellectual disability and myopathy syndrome	Autosomal recessive	619719	chr12	21797389	21941426
chr12:23,529,504-24,562,650	12p12.1	SOX5	Yes	SRY-box transcription factor 5	604975	Lamb-Shaffer syndrome	Autosomal dominant	616803	chr12	23529504	24562650
chr12:25,205,246-25,250,929	12p12.1	KRAS	Yes	KRAS proto-oncogene, GTPase	190070	Arteriovenous malformation of the brain, somatic	Autosomal dominant	108010	chr12	25205246	25250929
chr12:25,205,246-25,250,929	12p12.1	KRAS	Yes	KRAS proto-oncogene, GTPase	190070	Bladder cancer, somatic	Autosomal dominant	109800	chr12	25205246	25250929
chr12:25,205,246-25,250,929	12p12.1	KRAS	Yes	KRAS proto-oncogene, GTPase	190070	Breast cancer, somatic	Autosomal dominant	114480	chr12	25205246	25250929
chr12:25,205,246-25,250,929	12p12.1	KRAS	Yes	KRAS proto-oncogene, GTPase	190070	Cardiofaciocutaneous syndrome 2	Autosomal dominant	615278	chr12	25205246	25250929
chr12:25,205,246-25,250,929	12p12.1	KRAS	Yes	KRAS proto-oncogene, GTPase	190070	Gastric cancer, somatic	Autosomal dominant	613659	chr12	25205246	25250929
chr12:25,205,246-25,250,929	12p12.1	KRAS	Yes	KRAS proto-oncogene, GTPase	190070	Leukemia, acute myeloid, somatic	Autosomal dominant	601626	chr12	25205246	25250929
chr12:25,205,246-25,250,929	12p12.1	KRAS	Yes	KRAS proto-oncogene, GTPase	190070	Lung cancer, somatic	Autosomal dominant	211980	chr12	25205246	25250929
chr12:25,205,246-25,250,929	12p12.1	KRAS	Yes	KRAS proto-oncogene, GTPase	190070	Noonan syndrome 3	Autosomal dominant	609942	chr12	25205246	25250929
chr12:25,205,246-25,250,929	12p12.1	KRAS	Yes	KRAS proto-oncogene, GTPase	190070	Oculoectodermal syndrome, somatic	Autosomal dominant	600268	chr12	25205246	25250929
chr12:25,205,246-25,250,929	12p12.1	KRAS	Yes	KRAS proto-oncogene, GTPase	190070	Pancreatic carcinoma, somatic	Autosomal dominant	260350	chr12	25205246	25250929
chr12:25,205,246-25,250,929	12p12.1	KRAS	Yes	KRAS proto-oncogene, GTPase	190070	RAS-associated autoimmune leukoproliferative disorder	Autosomal dominant	614470	chr12	25205246	25250929
chr12:25,205,246-25,250,929	12p12.1	KRAS	Yes	KRAS proto-oncogene, GTPase	190070	Schimmelpenning-Feuerstein-Mims syndrome, somatic mosaic	Autosomal dominant	163200	chr12	25205246	25250929
chr12:26,120,030-26,125,037	12p12.1	BHLHE41	Yes	basic helix-loop-helix family member e41	606200	[Short sleep, familial natural, 1]	Autosomal dominant	612975	chr12	26120030	26125037
chr12:27,958,084-27,972,733	12p11.22	PTHLH	Yes	parathyroid hormone like hormone	168470	Brachydactyly, type E2	Autosomal dominant	613382	chr12	27958084	27972733
chr12:32,679,301-32,745,650	12p11.21	DNM1L	Yes	dynamin 1 like	603850	Encephalopathy, lethal, due to defective mitochondrial peroxisomal fission 1	Autosomal dominant, Autosomal recessive	614388	chr12	32679301	32745650
chr12:32,679,301-32,745,650	12p11.21	DNM1L	Yes	dynamin 1 like	603850	Optic atrophy 5	Autosomal dominant	610708	chr12	32679301	32745650
chr12:32,790,755-32,896,777	12p11.21	PKP2	Yes	plakophilin 2	602861	Arrhythmogenic right ventricular dysplasia 9	Autosomal dominant	609040	chr12	32790755	32896777
chr12:38,316,687-38,329,721	12q12	ALG10B	Yes	ALG10 alpha-1,2-glucosyltransferase B	603313	{Long QT syndrome, acquired, reduced susceptibility to}	Autosomal dominant	613688	chr12	38316687	38329721
chr12:39,293,228-39,443,120	12q12	KIF21A	Yes	kinesin family member 21A	608283	Fibrosis of extraocular muscles, congenital, 1	Autosomal dominant	135700	chr12	39293228	39443120
chr12:39,293,228-39,443,120	12q12	KIF21A	Yes	kinesin family member 21A	608283	Fibrosis of extraocular muscles, congenital, 3B	Autosomal dominant	135700	chr12	39293228	39443120
chr12:40,224,997-40,369,285	12q12	LRRK2	Yes	leucine rich repeat kinase 2	609007	{Parkinson disease 8}	Autosomal dominant	607060	chr12	40224997	40369285
chr12:45,729,706-45,908,037	12q12	ARID2	Yes	AT-rich interaction domain 2	609539	Coffin-Siris syndrome 6	Autosomal dominant	617808	chr12	45729706	45908037
chr12:47,972,967-48,006,212	12q13.11	COL2A1	Yes	collagen type II alpha 1 chain	120140	?Epiphyseal dysplasia, multiple, with myopia and deafness	Autosomal dominant	132450	chr12	47972967	48006212
chr12:47,972,967-48,006,212	12q13.11	COL2A1	Yes	collagen type II alpha 1 chain	120140	?Vitreoretinopathy with phalangeal epiphyseal dysplasia	Autosomal dominant	619248	chr12	47972967	48006212
chr12:47,972,967-48,006,212	12q13.11	COL2A1	Yes	collagen type II alpha 1 chain	120140	Achondrogenesis, type II or hypochondrogenesis	Autosomal dominant	200610	chr12	47972967	48006212
chr12:47,972,967-48,006,212	12q13.11	COL2A1	Yes	collagen type II alpha 1 chain	120140	Avascular necrosis of the femoral head	Autosomal dominant	608805	chr12	47972967	48006212
chr12:47,972,967-48,006,212	12q13.11	COL2A1	Yes	collagen type II alpha 1 chain	120140	Czech dysplasia	Autosomal dominant	609162	chr12	47972967	48006212
chr12:47,972,967-48,006,212	12q13.11	COL2A1	Yes	collagen type II alpha 1 chain	120140	Kniest dysplasia	Autosomal dominant	156550	chr12	47972967	48006212
chr12:47,972,967-48,006,212	12q13.11	COL2A1	Yes	collagen type II alpha 1 chain	120140	Legg-Calve-Perthes disease	Autosomal dominant	150600	chr12	47972967	48006212
chr12:47,972,967-48,006,212	12q13.11	COL2A1	Yes	collagen type II alpha 1 chain	120140	Osteoarthritis with mild chondrodysplasia	Autosomal dominant	604864	chr12	47972967	48006212
chr12:47,972,967-48,006,212	12q13.11	COL2A1	Yes	collagen type II alpha 1 chain	120140	Platyspondylic skeletal dysplasia, Torrance type	Autosomal dominant	151210	chr12	47972967	48006212
chr12:47,972,967-48,006,212	12q13.11	COL2A1	Yes	collagen type II alpha 1 chain	120140	SED congenita	Autosomal dominant	183900	chr12	47972967	48006212
chr12:47,972,967-48,006,212	12q13.11	COL2A1	Yes	collagen type II alpha 1 chain	120140	SMED Strudwick type	Autosomal dominant	184250	chr12	47972967	48006212
chr12:47,972,967-48,006,212	12q13.11	COL2A1	Yes	collagen type II alpha 1 chain	120140	Spondyloepiphyseal dysplasia, Stanescu type	Autosomal dominant	616583	chr12	47972967	48006212
chr12:47,972,967-48,006,212	12q13.11	COL2A1	Yes	collagen type II alpha 1 chain	120140	Spondyloperipheral dysplasia	Autosomal dominant	271700	chr12	47972967	48006212
chr12:47,972,967-48,006,212	12q13.11	COL2A1	Yes	collagen type II alpha 1 chain	120140	Stickler syndrome, type I	Autosomal dominant	108300	chr12	47972967	48006212
chr12:47,972,967-48,006,212	12q13.11	COL2A1	Yes	collagen type II alpha 1 chain	120140	Stickler syndrome, type I, nonsyndromic ocular	Autosomal dominant	609508	chr12	47972967	48006212
chr12:48,965,340-48,971,735	12q13.12	WNT10B	Yes	Wnt family member 10B	601906	Split-hand/foot malformation 6	Autosomal recessive	225300	chr12	48965340	48971735
chr12:48,965,340-48,971,735	12q13.12	WNT10B	Yes	Wnt family member 10B	601906	Tooth agenesis, selective, 8	Autosomal dominant	617073	chr12	48965340	48971735
chr12:48,978,322-48,982,620	12q13.12	WNT1	Yes	Wnt family member 1	164820	{Osteoporosis, early-onset, susceptibility to, autosomal dominant}	Autosomal dominant	615221	chr12	48978322	48982620
chr12:48,978,322-48,982,620	12q13.12	WNT1	Yes	Wnt family member 1	164820	Osteogenesis imperfecta, type XV	Autosomal recessive	615220	chr12	48978322	48982620
chr12:49,018,978-49,060,794	12q13.12	KMT2D	Yes	lysine methyltransferase 2D	602113	Branchial arch abnormalities, choanal atresia, athelia, hearing loss, and hypothyroidism syndrome	Autosomal dominant	620186	chr12	49018978	49060794
chr12:49,018,978-49,060,794	12q13.12	KMT2D	Yes	lysine methyltransferase 2D	602113	Kabuki syndrome 1	Autosomal dominant	147920	chr12	49018978	49060794
chr12:49,184,795-49,189,080	12q13.12	TUBA1A	Yes	tubulin alpha 1a	602529	Lissencephaly 3	Autosomal dominant	611603	chr12	49184795	49189080
chr12:49,295,147-49,298,686	12q13.12	PRPH	Yes	peripherin	170710	{Amyotrophic lateral sclerosis, susceptibility to}	Autosomal dominant, Autosomal recessive	105400	chr12	49295147	49298686
chr12:49,950,737-49,958,878	12q13.12	AQP2	Yes	aquaporin 2	107777	Diabetes insipidus, nephrogenic, 2	Autosomal dominant, Autosomal recessive	125800	chr12	49950737	49958878
chr12:49,961,872-49,965,682	12q13.12	AQP5	Yes	aquaporin 5	600442	Palmoplantar keratoderma, Bothnian type	Autosomal dominant	600231	chr12	49961872	49965682
chr12:50,085,342-50,100,707	12q13.12	SMARCD1	Yes	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	601735	Coffin-Siris syndrome 11	Autosomal dominant	618779	chr12	50085342	50100707
chr12:50,504,985-50,748,657	12q13.12	DIP2B	Yes	disco interacting protein 2 homolog B	611379	Intellectual developmental disorder, autosomal dominant, FRA12A type	Autosomal dominant	136630	chr12	50504985	50748657
chr12:51,591,233-51,812,864	12q13.13	SCN8A	Yes	sodium voltage-gated channel alpha subunit 8	600702	?Myoclonus, familial, 2	Autosomal dominant	618364	chr12	51591233	51812864
